(,1,",",CA-2016-152156,",",,11/11/2016,,",",CG-12520,",",Consumer,",",Henderson,",",42420,",",FUR-BO-10001798,",",Bookcases,",",261.96,",",0,",",41.91
,2,",",CA-2016-152156,",",,11/11/2016,,",",CG-12520,",",Consumer,",",Henderson,",",42420,",",FUR-CH-10000454,",",Chairs,",",731.94,",",0,",",219.58
,3,",",CA-2016-138688,",",,6/16/2016,,",",DV-13045,",",Corporate,",",Los Angeles,",",90036,",",OFF-LA-10000240,",",Labels,",",14.62,",",0,",",6.87
,4,",",US-2015-108966,",",,10/18/2015,,",",SO-20335,",",Consumer,",",Fort Lauderdale,",",33311,",",FUR-TA-10000577,",",Tables,",",957.58,",",0.45,",",-383.03
,5,",",US-2015-108966,",",,10/18/2015,,",",SO-20335,",",Consumer,",",Fort Lauderdale,",",33311,",",OFF-ST-10000760,",",Storage,",",22.37,",",0.2,",",2.52
,6,",",CA-2014-115812,",",,6/14/2014,,",",BH-11710,",",Consumer,",",Los Angeles,",",90032,",",FUR-FU-10001487,",",Furnishings,",",48.86,",",0,",",14.17
,7,",",CA-2014-115812,",",,6/14/2014,,",",BH-11710,",",Consumer,",",Los Angeles,",",90032,",",OFF-AR-10002833,",",Art,",",7.28,",",0,",",1.97
,8,",",CA-2014-115812,",",,6/14/2014,,",",BH-11710,",",Consumer,",",Los Angeles,",",90032,",",TEC-PH-10002275,",",Phones,",",907.15,",",0.2,",",90.72
,9,",",CA-2014-115812,",",,6/14/2014,,",",BH-11710,",",Consumer,",",Los Angeles,",",90032,",",OFF-BI-10003910,",",Binders,",",18.5,",",0.2,",",5.78
,10,",",CA-2014-115812,",",,6/14/2014,,",",BH-11710,",",Consumer,",",Los Angeles,",",90032,",",OFF-AP-10002892,",",Appliances,",",114.9,",",0,",",34.47
,11,",",CA-2014-115812,",",,6/14/2014,,",",BH-11710,",",Consumer,",",Los Angeles,",",90032,",",FUR-TA-10001539,",",Tables,",",1706.18,",",0.2,",",85.31
,12,",",CA-2014-115812,",",,6/14/2014,,",",BH-11710,",",Consumer,",",Los Angeles,",",90032,",",TEC-PH-10002033,",",Phones,",",911.42,",",0.2,",",68.36
,13,",",CA-2017-114412,",",,4/20/2017,,",",AA-10480,",",Consumer,",",Concord,",",28027,",",OFF-PA-10002365,",",Paper,",",15.55,",",0.2,",",5.44
,14,",",CA-2016-161389,",",,12/10/2016,,",",IM-15070,",",Consumer,",",Seattle,",",98103,",",OFF-BI-10003656,",",Binders,",",407.98,",",0.2,",",132.59
,15,",",US-2015-118983,",",,11/26/2015,,",",HP-14815,",",Home Office,",",Fort Worth,",",76106,",",OFF-AP-10002311,",",Appliances,",",68.81,",",0.8,",",-123.86
,16,",",US-2015-118983,",",,11/26/2015,,",",HP-14815,",",Home Office,",",Fort Worth,",",76106,",",OFF-BI-10000756,",",Binders,",",2.54,",",0.8,",",-3.82
,17,",",CA-2014-105893,",",,11/18/2014,,",",PK-19075,",",Consumer,",",Madison,",",53711,",",OFF-ST-10004186,",",Storage,",",665.88,",",0,",",13.32
,18,",",CA-2014-167164,",",,5/15/2014,,",",AG-10270,",",Consumer,",",West Jordan,",",84084,",",OFF-ST-10000107,",",Storage,",",55.5,",",0,",",9.99
,19,",",CA-2014-143336,",",,9/1/2014,,",",ZD-21925,",",Consumer,",",San Francisco,",",94109,",",OFF-AR-10003056,",",Art,",",8.56,",",0,",",2.48
,20,",",CA-2014-143336,",",,9/1/2014,,",",ZD-21925,",",Consumer,",",San Francisco,",",94109,",",TEC-PH-10001949,",",Phones,",",213.48,",",0.2,",",16.01
,21,",",CA-2014-143336,",",,9/1/2014,,",",ZD-21925,",",Consumer,",",San Francisco,",",94109,",",OFF-BI-10002215,",",Binders,",",22.72,",",0.2,",",7.38
,22,",",CA-2016-137330,",",,12/13/2016,,",",KB-16585,",",Corporate,",",Fremont,",",68025,",",OFF-AR-10000246,",",Art,",",19.46,",",0,",",5.06
,23,",",CA-2016-137330,",",,12/13/2016,,",",KB-16585,",",Corporate,",",Fremont,",",68025,",",OFF-AP-10001492,",",Appliances,",",60.34,",",0,",",15.69
,24,",",US-2017-156909,",",,7/18/2017,,",",SF-20065,",",Consumer,",",Philadelphia,",",19140,",",FUR-CH-10002774,",",Chairs,",",71.37,",",0.3,",",-1.02
,25,",",CA-2015-106320,",",,9/30/2015,,",",EB-13870,",",Consumer,",",Orem,",",84057,",",FUR-TA-10000577,",",Tables,",",1044.63,",",0,",",240.26
,26,",",CA-2016-121755,",",,1/20/2016,,",",EH-13945,",",Consumer,",",Los Angeles,",",90049,",",OFF-BI-10001634,",",Binders,",",11.65,",",0.2,",",4.22
,27,",",CA-2016-121755,",",,1/20/2016,,",",EH-13945,",",Consumer,",",Los Angeles,",",90049,",",TEC-AC-10003027,",",Accessories,",",90.57,",",0,",",11.77
,28,",",US-2015-150630,",",,9/21/2015,,",",TB-21520,",",Consumer,",",Philadelphia,",",19140,",",FUR-BO-10004834,",",Bookcases,",",3083.43,",",0.5,",",-1665.05
,29,",",US-2015-150630,",",,9/21/2015,,",",TB-21520,",",Consumer,",",Philadelphia,",",19140,",",OFF-BI-10000474,",",Binders,",",9.62,",",0.7,",",-7.05
,30,",",US-2015-150630,",",,9/21/2015,,",",TB-21520,",",Consumer,",",Philadelphia,",",19140,",",FUR-FU-10004848,",",Furnishings,",",124.2,",",0.2,",",15.53
,31,",",US-2015-150630,",",,9/21/2015,,",",TB-21520,",",Consumer,",",Philadelphia,",",19140,",",OFF-EN-10001509,",",Envelopes,",",3.26,",",0.2,",",1.1
,32,",",US-2015-150630,",",,9/21/2015,,",",TB-21520,",",Consumer,",",Philadelphia,",",19140,",",OFF-AR-10004042,",",Art,",",86.3,",",0.2,",",9.71
